SOURCE,TARGET,WEIGHT
9336,7894,1
9336,8154,1
9336,9618,1
9336,10094,1
9336,8082,1
9336,10996,1
9336,9084,1
9610,7894,1
9610,8154,1
9610,9618,1
9610,10094,1
9610,8082,1
9610,10996,1
9610,9084,1
7894,8154,1
7894,9618,1
7894,10094,1
7894,8082,1
7894,10996,1
7894,9084,1
8154,9618,1
8154,10094,1
8154,8082,1
8154,10996,1
8154,9084,1
9618,10094,1
9618,8082,1
9618,10996,1
9618,9084,1
10094,8082,1
10094,10996,1
10094,9084,1
8082,10996,1
8082,9084,1
10996,9084,1
9609,7851,1
9609,8788,1
9609,8922,1
9609,8235,1
9609,9179,1
9609,10787,1
9609,8148,1
9609,9508,1
9609,9464,1
9609,10347,1
9609,7963,1
9609,8042,1
9609,9685,1
9609,10683,1
9609,9182,1
9609,7938,1
9609,10990,1
9609,10367,1
9609,9875,1
9609,9996,1
9609,9534,1
9609,8391,1
9609,10394,1
9609,8538,1
9609,10471,1
9609,9069,1
9609,8396,1
8396,9069,1
8396,10471,1
8396,8538,1
8396,10394,1
8396,8391,1
8396,9534,1
8396,9996,1
8396,9875,1
8396,10367,1
8396,10990,1
8396,7938,1
8396,9182,1
8396,10683,1
8396,9685,1
8396,8042,1
8396,7963,1
8396,10347,1
8396,9464,1
8396,9508,1
8396,8148,1
8396,10787,1
8396,9179,1
8396,8235,1
8396,8922,1
8396,8788,1
8396,7851,1
9069,10471,1
9069,8538,1
9069,10394,1
9069,8391,1
9069,9534,1
9069,9996,1
9069,9875,1
9069,10367,1
9069,10990,1
9069,7938,1
9069,9182,1
9069,10683,1
9069,9685,1
9069,8042,1
9069,7963,1
9069,10347,1
9069,9464,1
9069,9508,1
9069,8148,1
9069,10787,1
9069,9179,1
9069,8235,1
9069,8922,1
9069,8788,1
9069,7851,1
10471,8538,1
10471,10394,1
10471,8391,1
10471,9534,1
10471,9996,1
10471,9875,1
10471,10367,1
10471,10990,1
10471,7938,1
10471,9182,1
10471,10683,1
10471,9685,1
10471,8042,1
10471,7963,1
10471,10347,1
10471,9464,1
10471,9508,1
10471,8148,1
10471,10787,1
10471,9179,1
10471,8235,1
10471,8922,1
10471,8788,1
10471,7851,1
8538,10394,1
8538,8391,1
8538,9534,1
8538,9996,1
8538,9875,1
8538,10367,1
8538,10990,1
8538,7938,1
8538,9182,1
8538,10683,1
8538,9685,1
8538,8042,1
8538,7963,1
8538,10347,1
8538,9464,1
8538,9508,1
8538,8148,1
8538,10787,1
8538,9179,1
8538,8235,1
8538,8922,1
8538,8788,1
8538,7851,1
10394,8391,1
10394,9534,1
10394,9996,1
10394,9875,1
10394,10367,1
10394,10990,1
10394,7938,1
10394,9182,1
10394,10683,1
10394,9685,1
10394,8042,1
10394,7963,1
10394,10347,1
10394,9464,1
10394,9508,1
10394,8148,1
10394,10787,1
10394,9179,1
10394,8235,1
10394,8922,1
10394,8788,1
10394,7851,1
8391,9534,1
8391,9996,1
8391,9875,1
8391,10367,1
8391,10990,1
8391,7938,1
8391,9182,1
8391,10683,1
8391,9685,1
8391,8042,1
8391,7963,1
8391,10347,1
8391,9464,1
8391,9508,1
8391,8148,1
8391,10787,1
8391,9179,1
8391,8235,1
8391,8922,1
8391,8788,1
8391,7851,1
9534,9996,1
9534,9875,1
9534,10367,1
9534,10990,1
9534,7938,1
9534,9182,1
9534,10683,1
9534,9685,1
9534,8042,1
9534,7963,1
9534,10347,1
9534,9464,1
9534,9508,1
9534,8148,1
9534,10787,1
9534,9179,1
9534,8235,1
9534,8922,1
9534,8788,1
9534,7851,1
9996,9875,1
9996,10367,1
9996,10990,1
9996,7938,1
9996,9182,1
9996,10683,1
9996,9685,1
9996,8042,1
9996,7963,1
9996,10347,1
9996,9464,1
9996,9508,1
9996,8148,1
9996,10787,1
9996,9179,1
9996,8235,1
9996,8922,1
9996,8788,1
9996,7851,1
9875,10367,1
9875,10990,1
9875,7938,1
9875,9182,1
9875,10683,1
9875,9685,1
9875,8042,1
9875,7963,1
9875,10347,1
9875,9464,1
9875,9508,1
9875,8148,1
9875,10787,1
9875,9179,1
9875,8235,1
9875,8922,1
9875,8788,1
9875,7851,1
10367,10990,1
10367,7938,1
10367,9182,1
10367,10683,1
10367,9685,1
10367,8042,1
10367,7963,1
10367,10347,1
10367,9464,1
10367,9508,1
10367,8148,1
10367,10787,1
10367,9179,1
10367,8235,1
10367,8922,1
10367,8788,1
10367,7851,1
10990,7938,1
10990,9182,1
10990,10683,1
10990,9685,1
10990,8042,1
10990,7963,1
10990,10347,1
10990,9464,1
10990,9508,1
10990,8148,1
10990,10787,1
10990,9179,1
10990,8235,1
10990,8922,1
10990,8788,1
10990,7851,1
7938,9182,1
7938,10683,1
7938,9685,1
7938,8042,1
7938,7963,1
7938,10347,1
7938,9464,1
7938,9508,1
7938,8148,1
7938,10787,1
7938,9179,1
7938,8235,1
7938,8922,1
7938,8788,1
7938,7851,1
9182,10683,1
9182,9685,1
9182,8042,1
9182,7963,1
9182,10347,1
9182,9464,1
9182,9508,1
9182,8148,1
9182,10787,1
9182,9179,1
9182,8235,1
9182,8922,1
9182,8788,1
9182,7851,1
10683,9685,1
10683,8042,1
10683,7963,1
10683,10347,1
10683,9464,1
10683,9508,1
10683,8148,1
10683,10787,1
10683,9179,1
10683,8235,1
10683,8922,1
10683,8788,1
10683,7851,1
9685,8042,1
9685,7963,1
9685,10347,1
9685,9464,1
9685,9508,1
9685,8148,1
9685,10787,1
9685,9179,1
9685,8235,1
9685,8922,1
9685,8788,1
9685,7851,1
8042,7963,1
8042,10347,1
8042,9464,1
8042,9508,1
8042,8148,1
8042,10787,1
8042,9179,1
8042,8235,1
8042,8922,1
8042,8788,1
8042,7851,1
7963,10347,1
7963,9464,1
7963,9508,1
7963,8148,1
7963,10787,1
7963,9179,1
7963,8235,1
7963,8922,1
7963,8788,1
7963,7851,1
10347,9464,1
10347,9508,1
10347,8148,1
10347,10787,1
10347,9179,1
10347,8235,1
10347,8922,1
10347,8788,1
10347,7851,1
9464,9508,1
9464,8148,1
9464,10787,1
9464,9179,1
9464,8235,1
9464,8922,1
9464,8788,1
9464,7851,1
9508,8148,1
9508,10787,1
9508,9179,1
9508,8235,1
9508,8922,1
9508,8788,1
9508,7851,1
8148,10787,1
8148,9179,1
8148,8235,1
8148,8922,1
8148,8788,1
8148,7851,1
10787,9179,1
10787,8235,1
10787,8922,1
10787,8788,1
10787,7851,1
9179,8235,1
9179,8922,1
9179,8788,1
9179,7851,1
8235,8922,1
8235,8788,1
8235,7851,1
8922,8788,1
8922,7851,1
8788,7851,1
